name,brand,accords,ratingValue,ratingCount,seasons,timeOfDay,gender,priceValue,notesBreakdown
Emporio Armani Diamonds Rocks,Giorgio Armani,"{'aromatic': 1.0, 'fresh spicy': 0.9556100000000001, 'woody': 0.77065, 'marine': 0.743905, 'violet': 0.675611, 'citrus': 0.664229, 'powdery': 0.609594, 'fresh': 0.488942, 'fruity': 0.482115, 'salty': 0.47756}",3.70,50,"{'winter': 0.129032, 'spring': 0.741935, 'summer': 0.7096769999999999, 'fall': 0.5806450000000001}","{'day': 1.0, 'night': 0.419355}","{'female': 0, 'more female': 0, 'unisex': 2, 'more male': 6, 'male': 7}","{'way overpriced': 0, 'overpriced': 3, 'ok': 6, 'good value': 2, 'great value': 2}","{'topnotes': ['Grapefruit', 'Apple', 'Black Pepper'], 'midnotes': ['Violet', 'Geranium', 'Sea Notes'], 'bottomnotes': ['Guaiac Wood', 'Cedar', 'Vetiver']}"
Wanted by Night,Azzaro,"{'warm spicy': 1.0, 'cinnamon': 0.921754, 'fruity': 0.894378, 'woody': 0.824868, 'sweet': 0.812105, 'citrus': 0.807397, 'amber': 0.718071, 'tobacco': 0.65027, 'vanilla': 0.599464, 'aromatic': 0.594127}",4.27,"6,593","{'winter': 1.0, 'spring': 0.36465800000000004, 'summer': 0.136777, 'fall': 0.9452419999999999}","{'day': 0.35987600000000003, 'night': 0.936633}","{'female': 34, 'more female': 15, 'unisex': 200, 'more male': 1111, 'male': 2676}","{'way overpriced': 57, 'overpriced': 211, 'ok': 1392, 'good value': 1655, 'great value': 488}","{'topnotes': ['Lavender', 'Lemon', 'Cinnamon', 'Mandarin Orange'], 'midnotes': ['Fruity Notes', 'Cumin', 'Incense', 'Red Cedar'], 'bottomnotes': ['Benzoin', 'Cedar', 'Iso E Super', 'Cypress', 'Leather', 'Vanilla', 'Tobacco', 'Patchouli']}"
Wanted Eau de Parfum,Azzaro,"{'aromatic': 1.0, 'woody': 0.623134, 'fresh spicy': 0.549865, 'herbal': 0.473591}",3.78,726,"{'winter': 0.787342, 'spring': 0.843038, 'summer': 0.475949, 'fall': 1.0}","{'day': 0.843038, 'night': 0.779747}","{'female': 6, 'more female': 2, 'unisex': 27, 'more male': 153, 'male': 298}","{'way overpriced': 19, 'overpriced': 44, 'ok': 252, 'good value': 98, 'great value': 18}","{'topnotes': ['Juniper Berries'], 'midnotes': ['Sage'], 'bottomnotes': ['Vetiver']}"
Chrome Legend,Azzaro,"{'green': 1.0, 'fresh': 0.988554, 'fruity': 0.861158, 'woody': 0.8205089999999999, 'citrus': 0.8144939999999999, 'musky': 0.672462, 'amber': 0.658698, 'earthy': 0.638984, 'aromatic': 0.596955, 'powdery': 0.564203}",3.87,"1,859","{'winter': 0.126716, 'spring': 0.805702, 'summer': 0.991552, 'fall': 0.272439}","{'day': 1.0, 'night': 0.253432}","{'female': 2, 'more female': 0, 'unisex': 19, 'more male': 139, 'male': 288}","{'way overpriced': 10, 'overpriced': 11, 'ok': 92, 'good value': 184, 'great value': 121}","{'topnotes': ['Cedar', 'Bitter Orange', 'Tea', 'Green Apple', 'Musk', 'Amber', 'Tonka Bean', 'Oakmoss', 'Vetiver'], 'midnotes': [], 'bottomnotes': []}"
Armani Code Casino Limited Edition 2008,Giorgio Armani,"{'citrus': 1.0, 'woody': 0.840314, 'aromatic': 0.608438, 'vanilla': 0.529687, 'fresh spicy': 0.485937, 'amber': 0.464062}",4.41,39,"{'winter': 0.8, 'spring': 0.4, 'summer': 0.3, 'fall': 0.4}","{'day': 0.35, 'night': 1.0}","{'female': 1, 'more female': 0, 'unisex': 0, 'more male': 2, 'male': 5}","{'way overpriced': 0, 'overpriced': 3, 'ok': 3, 'good value': 1, 'great value': 0}","{'topnotes': [], 'midnotes': [], 'bottomnotes': []}"
Emporio Armani Diamonds He Limited Edition,Giorgio Armani,"{'woody': 1.0, 'citrus': 0.876272, 'fresh spicy': 0.6661020000000001, 'aromatic': 0.553391, 'cacao': 0.503391}",3.92,24,"{'winter': 0.4, 'spring': 0.5, 'summer': 0.1, 'fall': 1.0}","{'day': 0.7, 'night': 0.6}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 2, 'male': 2}","{'way overpriced': 0, 'overpriced': 1, 'ok': 1, 'good value': 1, 'great value': 0}","{'topnotes': ['Sichuan Pepper', 'Bergamot', 'Citruses'], 'midnotes': ['Virginia Cedar', 'Cacao'], 'bottomnotes': ['Guaiac Wood', 'Vetiver']}"
The Most Wanted Parfum,Azzaro,"{'vanilla': 1.0, 'woody': 0.7617829999999999, 'warm spicy': 0.659444, 'powdery': 0.510001, 'sweet': 0.44}",4.61,"5,925","{'winter': 1.0, 'spring': 0.263787, 'summer': 0.10299, 'fall': 0.858472}","{'day': 0.37231499999999995, 'night': 0.8462900000000001}","{'female': 47, 'more female': 17, 'unisex': 314, 'more male': 1462, 'male': 2918}","{'way overpriced': 82, 'overpriced': 328, 'ok': 2216, 'good value': 1561, 'great value': 280}","{'topnotes': ['Ginger'], 'midnotes': ['Woodsy Notes'], 'bottomnotes': ['Bourbon Vanilla']}"
Emporio Armani Diamonds Summer Fraiche for Men,Giorgio Armani,"{'aquatic': 1.0, 'marine': 0.813761, 'woody': 0.749542, 'cacao': 0.7174299999999999, 'aromatic': 0.653211, 'fresh': 0.572935, 'warm spicy': 0.550458, 'salty': 0.505506}",4.19,21,"{'winter': 0.0, 'spring': 0.375, 'summer': 1.0, 'fall': 0.75}","{'day': 1.0, 'night': 1.0}","{'female': 1, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 2}","{'way overpriced': 2, 'overpriced': 0, 'ok': 2, 'good value': 0, 'great value': 0}","{'topnotes': ['Watery Notes'], 'midnotes': ['Sea Notes'], 'bottomnotes': ['Cedar', 'Cacao']}"
Wanted,Azzaro,"{'aromatic': 1.0, 'warm spicy': 0.8297979999999999, 'citrus': 0.6528109999999999, 'amber': 0.638778, 'woody': 0.637577, 'fresh spicy': 0.634683, 'fresh': 0.602994, 'green': 0.5239090000000001, 'vanilla': 0.517171, 'fruity': 0.514553}",3.83,"4,295","{'winter': 0.642252, 'spring': 0.952167, 'summer': 0.550075, 'fall': 1.0}","{'day': 0.9387139999999999, 'night': 0.822621}","{'female': 8, 'more female': 11, 'unisex': 162, 'more male': 610, 'male': 1350}","{'way overpriced': 38, 'overpriced': 157, 'ok': 850, 'good value': 752, 'great value': 187}","{'topnotes': ['Lavender', 'Lemon', 'Ginger', 'Mint'], 'midnotes': ['Geranium', 'Apple', 'Juniper', 'Guatemalan Cardamom'], 'bottomnotes': ['Haitian Vetiver', 'Tonka Bean', 'Amberwood']}"
The Most Wanted,Azzaro,"{'warm spicy': 1.0, 'sweet': 0.8497830000000001, 'amber': 0.849466, 'woody': 0.739573, 'caramel': 0.574892, 'aromatic': 0.567579}",4.58,"6,781","{'winter': 1.0, 'spring': 0.300419, 'summer': 0.110313, 'fall': 0.877319}","{'day': 0.326152, 'night': 0.889088}","{'female': 56, 'more female': 19, 'unisex': 320, 'more male': 1737, 'male': 3136}","{'way overpriced': 109, 'overpriced': 387, 'ok': 2288, 'good value': 1837, 'great value': 308}","{'topnotes': ['Cardamom'], 'midnotes': ['Toffee'], 'bottomnotes': ['Amberwood']}"
Azzaro Chrome Aqua,Azzaro,"{'aromatic': 1.0, 'fresh spicy': 0.751351, 'green': 0.7349, 'marine': 0.588675, 'woody': 0.548713, 'citrus': 0.520601, 'aquatic': 0.481774}",4.07,946,"{'winter': 0.14482799999999998, 'spring': 0.808621, 'summer': 1.0, 'fall': 0.256897}","{'day': 0.9155169999999999, 'night': 0.212069}","{'female': 10, 'more female': 0, 'unisex': 28, 'more male': 181, 'male': 278}","{'way overpriced': 7, 'overpriced': 24, 'ok': 127, 'good value': 218, 'great value': 85}","{'topnotes': ['Green Apple', 'Grapefruit', 'Violet Leaf'], 'midnotes': ['Basil', 'Mint', 'Sea Notes'], 'bottomnotes': ['Cypress', 'Vetiver']}"
Azzaro pour Homme,Azzaro,"{'aromatic': 1.0, 'woody': 0.85961, 'fresh spicy': 0.71148, 'earthy': 0.6623690000000001, 'lavender': 0.6281260000000001, 'mossy': 0.579074, 'leather': 0.5390079999999999, 'citrus': 0.53307, 'powdery': 0.517332, 'warm spicy': 0.491515}",3.90,"6,259","{'winter': 0.9375, 'spring': 0.665118, 'summer': 0.32221299999999997, 'fall': 1.0}","{'day': 0.8336150000000001, 'night': 0.893581}","{'female': 12, 'more female': 3, 'unisex': 29, 'more male': 118, 'male': 1542}","{'way overpriced': 34, 'overpriced': 96, 'ok': 408, 'good value': 620, 'great value': 388}","{'topnotes': ['Clary Sage', 'Lemon', 'Basil', 'Star Anise', 'Bergamot', 'Lavender', 'Iris', 'Caraway'], 'midnotes': ['Vetiver', 'Cedar', 'Juniper Berries', 'Cardamom', 'Sandalwood', 'Patchouli'], 'bottomnotes': ['Leather', 'Musk', 'Tonka Bean', 'Oakmoss', 'Amber']}"
Azzaro Chrome Extreme,Azzaro,"{'aromatic': 1.0, 'marine': 0.8481650000000001, 'citrus': 0.8263330000000001, 'woody': 0.724221, 'amber': 0.6715869999999999, 'fresh spicy': 0.55977, 'salty': 0.519266, 'powdery': 0.516841, 'musky': 0.508834, 'aquatic': 0.464447}",4.32,"1,237","{'winter': 0.142523, 'spring': 0.8516360000000001, 'summer': 1.0, 'fall': 0.36331800000000003}","{'day': 0.915888, 'night': 0.330607}","{'female': 14, 'more female': 2, 'unisex': 36, 'more male': 190, 'male': 616}","{'way overpriced': 19, 'overpriced': 36, 'ok': 200, 'good value': 409, 'great value': 164}","{'topnotes': ['Green Mandarin'], 'midnotes': ['Juniper Berries', 'Sea Notes'], 'bottomnotes': ['Cashmeran', 'Amber']}"
Azzaro Sport Eau de Toilette,Azzaro,"{'aromatic': 1.0, 'citrus': 0.963636, 'woody': 0.627273, 'soft spicy': 0.605453, 'fresh spicy': 0.499091, 'warm spicy': 0.481817, 'vanilla': 0.478181, 'powdery': 0.463636}",3.78,445,"{'winter': 0.132258, 'spring': 0.8774190000000001, 'summer': 1.0, 'fall': 0.341935}","{'day': 0.9516129999999999, 'night': 0.193548}","{'female': 0, 'more female': 0, 'unisex': 16, 'more male': 112, 'male': 222}","{'way overpriced': 4, 'overpriced': 16, 'ok': 42, 'good value': 147, 'great value': 133}","{'topnotes': ['Grapefruit'], 'midnotes': ['Clary Sage'], 'bottomnotes': ['Tonka Bean', 'Sandalwood']}"
Chrome Pure,Azzaro,"{'citrus': 1.0, 'woody': 0.730728, 'aromatic': 0.692738, 'aquatic': 0.6429630000000001, 'sweet': 0.61201, 'vanilla': 0.605327, 'white floral': 0.581406, 'oud': 0.5453520000000001, 'fresh spicy': 0.533566, 'fresh': 0.530226}",4.06,969,"{'winter': 0.233918, 'spring': 0.986355, 'summer': 1.0, 'fall': 0.5555559999999999}","{'day': 0.986355, 'night': 0.440546}","{'female': 4, 'more female': 4, 'unisex': 88, 'more male': 194, 'male': 118}","{'way overpriced': 8, 'overpriced': 11, 'ok': 89, 'good value': 191, 'great value': 76}","{'topnotes': ['Bergamot', 'Mandarin Orange'], 'midnotes': ['Akigalawood', 'Watery Notes', 'Orange Blossom'], 'bottomnotes': ['Mate', 'Tonka Bean', 'White Musk', 'Cedar']}"
Armani Prive Laque,Giorgio Armani,"{'white floral': 1.0, 'aldehydic': 0.8320010000000001, 'woody': 0.747999, 'rose': 0.72, 'fresh': 0.619198, 'soapy': 0.459599}",4.14,28,"{'winter': 0.6, 'spring': 0.8, 'summer': 0.8, 'fall': 1.0}","{'day': 0.9, 'night': 0.6}","{'female': 4, 'more female': 0, 'unisex': 3, 'more male': 0, 'male': 0}","{'way overpriced': 3, 'overpriced': 1, 'ok': 3, 'good value': 0, 'great value': 0}","{'topnotes': ['Aldehydes'], 'midnotes': ['Rose', 'White Flowers'], 'bottomnotes': ['Oriental Woodsy notes']}"
Chrome United,Azzaro,"{'citrus': 1.0, 'ozonic': 0.99048, 'fresh spicy': 0.890085, 'green': 0.8771909999999999, 'aromatic': 0.802282, 'aquatic': 0.7255280000000001, 'musky': 0.6960540000000001, 'powdery': 0.59934, 'woody': 0.583072, 'herbal': 0.557898}",3.84,825,"{'winter': 0.122302, 'spring': 0.9808150000000001, 'summer': 0.973621, 'fall': 0.378897}","{'day': 1.0, 'night': 0.28537199999999996}","{'female': 1, 'more female': 2, 'unisex': 35, 'more male': 84, 'male': 141}","{'way overpriced': 0, 'overpriced': 9, 'ok': 55, 'good value': 114, 'great value': 63}","{'topnotes': ['Sichuan Pepper', 'Coriander', 'Bergamot'], 'midnotes': ['Black Tea', 'Violet Leaf'], 'bottomnotes': ['White Musk', 'Cedar']}"
The Most Wanted Intense,Azzaro,"{'lavender': 1.0, 'citrus': 0.977046, 'fresh spicy': 0.848522, 'mossy': 0.839343, 'alcohol': 0.798031, 'aromatic': 0.7831130000000001, 'earthy': 0.677539, 'woody': 0.529506, 'herbal': 0.473852, 'floral': 0.471558}",4.15,944,"{'winter': 0.412098, 'spring': 1.0, 'summer': 0.9017010000000001, 'fall': 0.8336480000000001}","{'day': 0.884688, 'night': 0.7693760000000001}","{'female': 23, 'more female': 6, 'unisex': 58, 'more male': 196, 'male': 349}","{'way overpriced': 30, 'overpriced': 49, 'ok': 298, 'good value': 148, 'great value': 41}","{'topnotes': ['Bergamot'], 'midnotes': ['Lavender'], 'bottomnotes': ['Liquor', 'Moss']}"
Emporio Armani Diamonds Club for Him ,Giorgio Armani,"{'aromatic': 1.0, 'warm spicy': 0.844579, 'aquatic': 0.828672, 'fresh spicy': 0.826225, 'fresh': 0.779719, 'lavender': 0.6671299999999999, 'floral': 0.649998, 'herbal': 0.539861, 'rose': 0.50804, 'green': 0.45664299999999997}",4.47,43,"{'winter': 0.315789, 'spring': 0.6842109999999999, 'summer': 0.6842109999999999, 'fall': 0.631579}","{'day': 0.421053, 'night': 1.0}","{'female': 0, 'more female': 1, 'unisex': 1, 'more male': 2, 'male': 2}","{'way overpriced': 0, 'overpriced': 2, 'ok': 1, 'good value': 2, 'great value': 1}","{'topnotes': ['Cardamom'], 'midnotes': ['Water Notes', 'Hedione', 'Lavender'], 'bottomnotes': ['Geranium']}"
Summer Mania Eau Fraiche pour Homme,Giorgio Armani,"{'citrus': 1.0, 'fresh': 0.650001, 'musky': 0.650001, 'warm spicy': 0.61875, 'metallic': 0.4875, 'powdery': 0.475001, 'leather': 0.45000100000000004}",4.35,23,"{'winter': 0.0, 'spring': 0.6875, 'summer': 1.0, 'fall': 0.1875}","{'day': 0.9375, 'night': 0.3125}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 1, 'male': 4}","{'way overpriced': 0, 'overpriced': 0, 'ok': 2, 'good value': 0, 'great value': 1}","{'topnotes': ['Citruses'], 'midnotes': ['Saffron'], 'bottomnotes': ['Musk']}"
Azzaro Pour Homme Elixir,Azzaro,"{'vanilla': 1.0, 'fruity': 0.801503, 'aromatic': 0.779952, 'sweet': 0.715194, 'amber': 0.6985429999999999, 'fresh spicy': 0.6029209999999999, 'citrus': 0.568784, 'woody': 0.55249, 'warm spicy': 0.530401, 'balsamic': 0.502441}",4.00,805,"{'winter': 1.0, 'spring': 0.413158, 'summer': 0.118421, 'fall': 0.878947}","{'day': 0.4, 'night': 1.0}","{'female': 2, 'more female': 0, 'unisex': 15, 'more male': 34, 'male': 98}","{'way overpriced': 3, 'overpriced': 9, 'ok': 24, 'good value': 64, 'great value': 29}","{'topnotes': ['Black Currant', 'Pear', 'Benzoin', 'Geranium', 'Mandarin Orange', 'French labdanum', 'Amalfi Lemon', 'Bergamot', 'Lavender', 'Vanilla', 'Coumarin', 'Tonka Bean', 'Oakmoss'], 'midnotes': [], 'bottomnotes': []}"
Azzaro Sport,Azzaro,"{'aromatic': 1.0, 'lavender': 0.90215, 'woody': 0.638708, 'vanilla': 0.5810029999999999, 'warm spicy': 0.51577, 'soft spicy': 0.503227, 'amber': 0.500718, 'sweet': 0.49068100000000003, 'fresh spicy': 0.480644, 'powdery': 0.469354}",3.66,270,"{'winter': 0.207547, 'spring': 0.861635, 'summer': 1.0, 'fall': 0.484277}","{'day': 0.962264, 'night': 0.25786200000000004}","{'female': 2, 'more female': 1, 'unisex': 9, 'more male': 71, 'male': 123}","{'way overpriced': 4, 'overpriced': 7, 'ok': 35, 'good value': 64, 'great value': 92}","{'topnotes': ['Lavender'], 'midnotes': ['Clary Sage'], 'bottomnotes': ['Tonka Bean', 'Sandalwood']}"
Azzaro Pour Homme Cologne Intense,Azzaro,"{'citrus': 1.0, 'lavender': 0.831644, 'aromatic': 0.813036, 'balsamic': 0.6225310000000001, 'fresh spicy': 0.564495, 'terpenic': 0.554303, 'conifer': 0.510001, 'woody': 0.508228, 'sweet': 0.46658299999999997, 'green': 0.44000100000000003}",4.08,240,"{'winter': 0.0822785, 'spring': 0.911392, 'summer': 1.0, 'fall': 0.398734}","{'day': 0.905063, 'night': 0.246835}","{'female': 3, 'more female': 0, 'unisex': 14, 'more male': 59, 'male': 90}","{'way overpriced': 2, 'overpriced': 13, 'ok': 40, 'good value': 56, 'great value': 42}","{'topnotes': ['Lime'], 'midnotes': ['Lavender'], 'bottomnotes': ['Mastic or Lentisque']}"
Azzaro Pour Homme L'Eau,Azzaro,"{'citrus': 1.0, 'aromatic': 0.7722929999999999, 'fresh spicy': 0.7067700000000001, 'woody': 0.6566670000000001, 'lavender': 0.547917, 'warm spicy': 0.48640500000000003, 'powdery': 0.447395, 'earthy': 0.44374899999999995, 'patchouli': 0.44374899999999995}",4.06,820,"{'winter': 0.120567, 'spring': 0.867612, 'summer': 0.964539, 'fall': 0.399527}","{'day': 1.0, 'night': 0.241135}","{'female': 2, 'more female': 0, 'unisex': 11, 'more male': 55, 'male': 143}","{'way overpriced': 4, 'overpriced': 9, 'ok': 42, 'good value': 83, 'great value': 68}","{'topnotes': ['Yuzu', 'Amalfi Lemon', 'Grapefruit'], 'midnotes': ['Lavender', 'Geranium'], 'bottomnotes': ['Patchouli', 'Musk', 'Sandalwood', 'Vetiver']}"
Azzaro Pour Homme Ginger Lover,Azzaro,"{'warm spicy': 1.0, 'citrus': 0.9669719999999999, 'aromatic': 0.627092, 'woody': 0.627092, 'earthy': 0.536528, 'fresh': 0.533332, 'green': 0.481124, 'conifer': 0.453424}",4.33,324,"{'winter': 0.223404, 'spring': 1.0, 'summer': 0.8138299999999999, 'fall': 0.8776600000000001}","{'day': 0.8776600000000001, 'night': 0.601064}","{'female': 0, 'more female': 0, 'unisex': 19, 'more male': 53, 'male': 63}","{'way overpriced': 4, 'overpriced': 2, 'ok': 25, 'good value': 75, 'great value': 17}","{'topnotes': ['Ginger', 'Lime', 'Vetiver'], 'midnotes': [], 'bottomnotes': []}"
Chrome Sport,Azzaro,"{'citrus': 1.0, 'fresh': 0.622908, 'green': 0.47175100000000003, 'aquatic': 0.46795200000000003, 'warm spicy': 0.461032, 'fresh spicy': 0.447613, 'aromatic': 0.44685400000000003}",4.17,"1,100","{'winter': 0.050571000000000005, 'spring': 0.6492659999999999, 'summer': 1.0, 'fall': 0.133768}","{'day': 0.9429040000000001, 'night': 0.107667}","{'female': 5, 'more female': 1, 'unisex': 21, 'more male': 97, 'male': 105}","{'way overpriced': 1, 'overpriced': 4, 'ok': 37, 'good value': 105, 'great value': 65}","{'topnotes': ['Grapefruit', 'Bitter Orange', 'Amalfi Lemon', 'Bergamot'], 'midnotes': ['Water Notes', 'Grass', 'Ginger'], 'bottomnotes': ['Musk', 'Virginia Cedar', 'Amber']}"
Visit For Men,Azzaro,"{'woody': 1.0, 'amber': 0.9020910000000001, 'warm spicy': 0.798117, 'fresh spicy': 0.68768, 'smoky': 0.656691, 'musky': 0.570123, 'balsamic': 0.55707, 'powdery': 0.511049, 'soft spicy': 0.5016539999999999, 'aromatic': 0.463182}",4.17,"1,759","{'winter': 0.870229, 'spring': 0.791349, 'summer': 0.273537, 'fall': 1.0}","{'day': 0.937659, 'night': 0.788804}","{'female': 4, 'more female': 1, 'unisex': 36, 'more male': 91, 'male': 293}","{'way overpriced': 6, 'overpriced': 8, 'ok': 58, 'good value': 151, 'great value': 175}","{'topnotes': ['Ginger', 'Bergamot', 'Cardamom', 'Pink Pepper', 'Nutmeg'], 'midnotes': ['Labdanum', 'Guaiac Wood', 'Incense', 'Cedar'], 'bottomnotes': ['Musk', 'Ambergris']}"
Chrome Eau de Parfum,Azzaro,"{'woody': 1.0, 'aromatic': 0.998373, 'lavender': 0.82093, 'citrus': 0.780235, 'conifer': 0.6500020000000001, 'green': 0.558023, 'fresh spicy': 0.45628, 'sweet': 0.44406799999999996, 'balsamic': 0.44000100000000003}",3.99,338,"{'winter': 0.111111, 'spring': 0.954545, 'summer': 1.0, 'fall': 0.358586}","{'day': 0.909091, 'night': 0.26262599999999997}","{'female': 3, 'more female': 1, 'unisex': 4, 'more male': 70, 'male': 150}","{'way overpriced': 8, 'overpriced': 18, 'ok': 88, 'good value': 78, 'great value': 14}","{'topnotes': ['Green Mandarin'], 'midnotes': ['Lavender'], 'bottomnotes': ['Pine']}"
Azzaro Chrome Intense,Azzaro,"{'citrus': 1.0, 'ozonic': 0.812777, 'fresh spicy': 0.73288, 'fresh': 0.7269140000000001, 'aromatic': 0.7221460000000001, 'floral': 0.6798099999999999, 'mossy': 0.675638, 'earthy': 0.638076, 'warm spicy': 0.605874, 'woody': 0.5987210000000001}",3.70,298,"{'winter': 0.17968800000000001, 'spring': 0.7890619999999999, 'summer': 0.96875, 'fall': 0.335938}","{'day': 1.0, 'night': 0.328125}","{'female': 4, 'more female': 0, 'unisex': 5, 'more male': 24, 'male': 55}","{'way overpriced': 3, 'overpriced': 5, 'ok': 25, 'good value': 40, 'great value': 9}","{'topnotes': ['Hedione', 'Ginger', 'Bergamot', 'Grapefruit'], 'midnotes': ['Ozonic notes', 'Lichen', 'Water Jasmine'], 'bottomnotes': ['Musk', 'Mate', 'Woodsy Notes', 'Amber']}"
Azzaro Pour Homme Intense (2015),Azzaro,"{'warm spicy': 1.0, 'cinnamon': 0.89614, 'amber': 0.848003, 'woody': 0.7358119999999999, 'aromatic': 0.579741, 'vanilla': 0.5384559999999999, 'sweet': 0.462085, 'earthy': 0.45218200000000003}",4.29,766,"{'winter': 1.0, 'spring': 0.323741, 'summer': 0.0959233, 'fall': 0.976019}","{'day': 0.470024, 'night': 0.932854}","{'female': 8, 'more female': 0, 'unisex': 7, 'more male': 46, 'male': 222}","{'way overpriced': 3, 'overpriced': 6, 'ok': 62, 'good value': 128, 'great value': 66}","{'topnotes': ['Cinnamon'], 'midnotes': ['Haitian Vetiver', 'Brandy'], 'bottomnotes': ['Tonka Bean', 'Amber']}"
Azzaro Pour Homme Night Time,Azzaro,"{'fresh spicy': 1.0, 'woody': 0.8818, 'aromatic': 0.857495, 'citrus': 0.852632, 'green': 0.7707599999999999, 'fruity': 0.656141, 'sweet': 0.47806899999999997, 'earthy': 0.46579, 'fresh': 0.46579}",3.90,629,"{'winter': 0.8079470000000001, 'spring': 0.6854300000000001, 'summer': 0.350993, 'fall': 0.92053}","{'day': 0.519868, 'night': 1.0}","{'female': 3, 'more female': 0, 'unisex': 11, 'more male': 40, 'male': 115}","{'way overpriced': 3, 'overpriced': 4, 'ok': 49, 'good value': 56, 'great value': 44}","{'topnotes': ['Bitter Orange', 'Rhuburb'], 'midnotes': ['Nutmeg', 'Pepper'], 'bottomnotes': ['Virginia Cedar', 'Vetiver']}"
Azzaro Pour Homme Wild Mint,Azzaro,"{'green': 1.0, 'patchouli': 0.829414, 'aromatic': 0.7981929999999999, 'fresh spicy': 0.653847, 'aquatic': 0.6393679999999999, 'woody': 0.629414, 'warm spicy': 0.564705, 'earthy': 0.514481, 'balsamic': 0.46063200000000004}",3.91,292,"{'winter': 0.181159, 'spring': 1.0, 'summer': 0.9057970000000001, 'fall': 0.5942029999999999}","{'day': 0.9202899999999999, 'night': 0.34058}","{'female': 3, 'more female': 0, 'unisex': 31, 'more male': 53, 'male': 52}","{'way overpriced': 2, 'overpriced': 4, 'ok': 39, 'good value': 56, 'great value': 21}","{'topnotes': ['Calypsone', 'Bergamot'], 'midnotes': ['Fir', 'Pine', 'Mint'], 'bottomnotes': ['Vetiver', 'Patchouli']}"
Chrome Azure,Azzaro,"{'aromatic': 1.0, 'marine': 0.9823900000000001, 'citrus': 0.740252, 'lavender': 0.6962269999999999, 'fresh spicy': 0.638992, 'salty': 0.572955, 'aquatic': 0.504716}",3.67,101,"{'winter': 0.183673, 'spring': 0.734694, 'summer': 1.0, 'fall': 0.387755}","{'day': 0.8979590000000001, 'night': 0.265306}","{'female': 5, 'more female': 2, 'unisex': 5, 'more male': 17, 'male': 24}","{'way overpriced': 8, 'overpriced': 3, 'ok': 15, 'good value': 11, 'great value': 10}","{'topnotes': ['Bergamot'], 'midnotes': ['Lavender'], 'bottomnotes': ['Sea Notes']}"
Solarissimo Levanzo,Azzaro,"{'aromatic': 1.0, 'fresh spicy': 0.862039, 'green': 0.85043, 'warm spicy': 0.745549, 'woody': 0.727249, 'fresh': 0.630821, 'citrus': 0.604777, 'patchouli': 0.504125, 'herbal': 0.502362, 'lavender': 0.497085}",3.93,350,"{'winter': 0.0923913, 'spring': 0.945652, 'summer': 0.9782609999999999, 'fall': 0.336957}","{'day': 1.0, 'night': 0.184783}","{'female': 3, 'more female': 0, 'unisex': 28, 'more male': 53, 'male': 48}","{'way overpriced': 4, 'overpriced': 4, 'ok': 24, 'good value': 50, 'great value': 38}","{'topnotes': ['Italian Lemon', 'Passionfruit', 'Peppermint'], 'midnotes': ['Basil', 'Ginger', 'Geranium', 'Tea', 'Lavender', 'Cardamom'], 'bottomnotes': ['Cedar', 'Amberwood', 'Patchouli Leaf', 'Coumarin']}"
Azzaro Pour Homme Hot Pepper,Azzaro,"{'musky': 1.0, 'woody': 0.841122, 'soft spicy': 0.8285389999999999, 'warm spicy': 0.753032, 'powdery': 0.705843, 'amber': 0.570561, 'fresh': 0.501348, 'sweet': 0.48876600000000003}",4.01,155,"{'winter': 0.896104, 'spring': 0.532468, 'summer': 0.155844, 'fall': 1.0}","{'day': 0.519481, 'night': 0.8701300000000001}","{'female': 2, 'more female': 1, 'unisex': 11, 'more male': 24, 'male': 28}","{'way overpriced': 0, 'overpriced': 1, 'ok': 19, 'good value': 28, 'great value': 13}","{'topnotes': ['Chili Pepper'], 'midnotes': ['Pink Pepper'], 'bottomnotes': ['Cashmeran']}"
Azzaro Now Men,Azzaro,"{'green': 1.0, 'warm spicy': 0.6107130000000001, 'fresh': 0.608927, 'powdery': 0.578213, 'woody': 0.576966, 'violet': 0.5749989999999999, 'rose': 0.5464289999999999, 'fruity': 0.509999, 'tropical': 0.480001, 'floral': 0.45643}",4.03,383,"{'winter': 0.125, 'spring': 0.845, 'summer': 0.825, 'fall': 0.29}","{'day': 1.0, 'night': 0.215}","{'female': 0, 'more female': 0, 'unisex': 12, 'more male': 20, 'male': 18}","{'way overpriced': 0, 'overpriced': 2, 'ok': 13, 'good value': 20, 'great value': 7}","{'topnotes': ['Rose', 'Cardamom'], 'midnotes': ['Violet', 'Green Notes', 'Tea'], 'bottomnotes': ['Suede', 'Amber', 'Woodsy Notes', 'Litchi']}"
